Date,APA,BKR,COG,CVX,COP,DVN,EOG,XOM,HAL,HP,HES,HFC,MRO,NOV,NBL,OXY,OKE,PXD,SLB,FTI,VLO,WMB
2008-02-29,96.08,38.89,11.22,55.55,40.1,87.67,52.54,59.76,31.44,31.65,79.9,14.9,22.8999,48.4,31.5,47.97,9.51,43.69,64.7,19.46,37.65,16.81
2008-03-03,97.51,38.92,11.39,55.89,40.46,88.73,53.95,60.27,31.66,32.27,80.38,14.98,23.1799,48.2,32.91,48.51,9.67,44.17,65.1,19.54,37.72,17.0
2008-03-04,96.06,38.6,11.29,55.59,39.51,87.08,52.95,59.54,31.37,31.31,79.72,14.62,22.7707,48.01,32.28,47.02,9.66,44.05,63.28,19.31,36.93,16.67
2008-03-05,97.04,40.46,11.5,56.91,40.06,88.5,53.26,59.89,32.23,32.23,82.37,14.14,23.1067,49.81,32.85,48.64,9.79,45.65,65.75,20.11,36.64,17.26
2008-03-06,96.96,40.31,11.35,56.28,38.86,86.91,51.93,58.05,31.72,31.46,79.74,13.25,22.3787,48.51,31.93,46.94,9.68,45.53,65.61,19.67,34.88,16.48
2008-03-07,97.34,39.22,11.15,54.65,37.99,85.82,51.43,56.66,31.19,31.17,78.62,13.22,22.1676,46.58,31.16,46.21,9.65,46.09,64.08,19.15,34.22,16.26
2008-03-10,96.61,38.53,10.93,54.31,37.5,85.4,50.59,56.64,30.36,30.25,78.82,13.23,22.3614,45.28,30.49,45.7,9.43,45.73,61.97,18.47,33.72,15.93
2008-03-11,99.56,39.3,11.04,56.51,38.55,88.64,53.83,59.54,31.5,31.43,83.06,13.69,23.4125,47.67,31.79,48.89,9.51,47.74,64.82,19.29,35.06,16.13
2008-03-12,98.51,38.28,10.89,55.59,37.97,87.27,52.52,59.05,31.13,31.12,86.27,12.62,22.3356,46.93,31.6,47.53,9.75,47.24,63.13,19.24,33.01,16.01
2008-03-13,100.39,39.57,11.48,55.79,37.83,89.44,56.06,59.79,31.66,32.33,86.43,12.75,22.5639,47.83,31.76,48.13,9.86,48.67,63.74,19.71,33.25,16.13
2008-03-14,98.38,39.2,12.04,54.7,37.57,88.19,55.68,59.01,31.53,32.41,85.01,12.31,21.8273,46.75,31.04,46.82,9.62,46.74,62.8,20.02,32.0,15.78
2008-03-17,95.36,38.43,11.04,53.96,36.79,85.02,53.17,58.92,30.05,31.81,82.12,10.96,20.1171,43.25,29.31,43.96,9.32,45.28,60.8,18.99,30.43,15.11
2008-03-18,99.06,40.41,11.51,55.2,37.95,88.58,54.52,60.77,30.89,33.48,84.34,11.65,20.914,45.05,30.57,46.01,9.54,47.42,63.15,20.56,32.62,15.59
2008-03-19,92.26,38.15,10.55,52.49,35.69,82.83,49.95,57.99,29.46,32.27,77.54,11.94,19.4839,40.59,28.46,43.03,9.2,44.83,60.0,19.19,31.96,14.75
2008-03-20,90.25,37.89,10.29,53.33,36.28,82.43,49.58,58.38,29.74,30.5,77.99,11.92,20.0396,40.0,28.87,43.5,9.07,43.82,60.36,18.5,32.26,14.85
2008-03-24,92.18,37.96,10.69,53.85,36.65,84.89,50.34,59.03,30.07,31.19,76.73,12.04,20.3497,41.85,29.43,44.0,9.14,44.77,60.83,19.11,32.63,15.08
2008-03-25,94.59,38.75,11.09,54.19,36.14,88.12,51.32,58.52,30.75,32.57,76.81,11.7,20.2894,43.82,30.08,44.64,9.2,45.9,61.85,19.19,31.34,15.29
2008-03-26,100.3,40.27,11.57,54.46,37.0,92.11,53.17,59.25,31.99,33.18,79.51,11.82,20.5393,44.71,30.15,46.0,9.23,47.49,64.76,20.1,31.9,15.29
2008-03-27,99.83,39.94,11.47,54.1,36.72,90.09,52.07,59.21,32.1,32.47,76.86,11.34,20.2464,43.9,29.66,45.53,9.17,47.67,63.9,19.44,31.59,15.38
2008-03-28,99.71,38.92,11.42,54.16,36.69,89.31,52.49,58.53,32.19,32.59,75.85,12.03,20.0137,44.09,29.66,45.55,8.99,47.52,64.11,19.38,31.9,15.21
2008-03-31,101.19,39.59,11.46,54.71,36.95,89.32,52.99,58.09,32.29,33.09,75.69,12.2,19.6433,45.36,29.63,45.51,9.12,48.05,65.12,19.53,32.0,15.44
2008-04-01,101.24,40.74,11.61,55.6,37.68,89.04,53.37,59.77,32.36,33.5,79.39,12.99,19.9922,46.75,30.85,46.58,9.32,48.89,66.79,19.86,33.83,15.76
2008-04-02,102.51,41.64,12.1,56.09,38.19,89.59,53.59,60.8,32.99,34.24,80.14,13.62,20.4488,48.34,31.75,46.58,9.36,50.61,67.96,20.45,33.87,15.81
2008-04-03,103.17,41.27,12.09,56.23,38.0,90.37,53.63,60.6,32.99,34.57,79.91,13.52,20.591,50.06,31.75,46.98,9.39,49.44,68.33,20.48,33.63,15.8
2008-04-04,105.88,41.7,12.37,56.44,38.21,91.89,54.66,60.95,33.72,34.88,81.48,13.4,21.0217,51.46,32.38,47.74,9.4,51.39,68.39,21.19,32.98,15.96
2008-04-07,107.71,42.35,12.56,56.58,38.25,92.84,55.72,61.07,34.19,35.25,82.48,12.89,20.927,51.42,33.0,47.62,9.45,51.88,67.8,21.24,32.34,15.96
2008-04-08,108.88,42.09,12.85,57.22,38.53,94.89,56.86,61.55,34.41,35.85,82.93,13.26,20.8064,52.7,32.95,48.01,9.57,53.32,67.08,21.36,32.54,16.19
2008-04-09,112.14,41.57,13.09,57.65,38.51,95.93,56.38,61.61,34.61,36.26,84.38,12.95,20.3282,54.1,33.72,49.05,9.73,53.79,67.5,21.48,31.93,16.28
2008-04-10,112.45,42.05,12.95,57.43,38.46,95.62,57.33,61.51,35.74,36.78,82.86,13.08,19.7036,54.51,34.01,48.89,9.54,52.89,69.31,21.58,32.01,16.18
2008-04-11,110.5,41.5,12.99,56.92,38.1,93.54,55.78,60.87,35.73,36.44,79.62,12.36,19.3503,52.43,33.68,48.04,9.4,53.03,67.82,21.22,31.08,16.22
2008-04-14,114.28,42.23,13.06,57.24,38.7,95.94,56.58,61.61,36.19,37.34,86.86,12.64,19.9491,54.01,34.76,48.62,9.61,55.07,68.25,21.95,31.28,16.41
2008-04-15,113.99,43.43,13.4,57.8,39.39,97.14,58.02,62.37,36.56,38.12,88.84,12.54,19.7596,54.31,35.08,49.43,9.74,55.74,68.21,22.72,31.64,16.65
2008-04-16,117.84,44.44,13.83,58.92,40.15,99.85,58.84,63.8,36.94,38.6,89.26,13.25,20.535,56.47,36.53,51.75,10.01,57.74,70.95,23.34,33.68,16.71
2008-04-17,116.43,44.72,13.58,58.96,40.15,99.43,58.38,64.14,37.07,38.49,88.0,13.3,20.9571,55.83,36.02,51.55,9.98,56.93,71.33,22.84,34.53,16.8
2008-04-18,119.49,46.7,13.81,59.72,40.67,101.36,59.36,64.56,38.94,39.91,90.34,12.96,21.0174,57.53,36.85,51.54,10.0,57.67,76.23,24.05,34.24,17.13
2008-04-21,118.35,47.28,13.83,59.42,40.89,101.79,60.79,64.74,38.96,39.67,96.62,12.64,21.1984,58.73,36.99,52.75,9.94,58.65,80.02,24.06,34.86,17.29
2008-04-22,118.73,46.88,13.39,60.27,41.16,103.48,60.72,64.83,39.39,40.03,99.4,12.27,20.8494,57.86,36.87,53.53,9.93,58.57,79.27,23.73,34.4,17.58
2008-04-23,116.49,48.36,12.98,60.56,40.96,102.35,60.72,64.71,38.98,38.91,94.99,11.96,20.6943,57.2,35.8,52.56,10.09,57.48,78.49,23.13,34.02,17.5
2008-04-24,111.8,46.49,12.68,59.22,40.19,98.63,58.29,63.6,38.49,37.96,93.66,12.02,20.018,56.64,35.19,51.52,10.01,55.99,76.3,22.85,33.48,17.39
2008-04-25,115.54,47.32,13.09,59.41,40.52,101.53,60.06,63.51,38.51,39.42,94.4,12.1,19.9879,56.86,36.19,54.04,10.02,57.95,76.9,23.56,33.79,17.74
2008-04-28,115.62,47.21,12.86,59.29,40.94,101.04,59.3,63.5,38.42,38.87,92.08,12.12,19.9922,55.45,36.11,53.21,10.13,57.31,76.61,23.61,34.49,17.73
2008-04-29,111.25,45.93,12.63,60.72,41.43,96.79,56.79,63.05,36.93,37.35,90.58,11.85,19.7639,53.44,35.5,51.78,10.01,55.95,74.29,22.62,33.55,17.03
2008-04-30,112.92,46.74,12.85,61.63,41.77,97.08,57.73,63.92,37.69,37.94,91.16,11.65,19.6303,53.18,35.41,51.76,10.01,56.47,75.26,23.07,31.83,16.62
2008-05-01,105.99,44.51,12.46,60.85,42.01,94.14,56.12,61.61,36.88,35.35,87.95,11.72,20.6384,51.08,34.61,50.4,9.88,55.21,73.61,22.55,32.42,16.87
2008-05-02,108.0,44.67,13.04,61.1,42.12,95.96,56.52,61.55,37.13,38.55,91.28,11.84,21.8833,52.21,35.45,52.09,9.93,57.63,74.57,22.94,32.18,17.45
2008-05-05,110.12,45.14,13.19,61.29,42.27,98.04,58.64,61.48,37.71,38.84,92.93,11.91,22.2537,51.84,36.15,53.4,10.17,60.05,76.01,23.15,32.11,17.4
2008-05-06,115.42,46.13,13.6,62.09,43.03,103.02,61.0,61.86,38.36,39.91,100.31,11.25,22.7491,53.65,39.01,55.47,10.18,61.62,77.53,23.5,31.15,17.45
2008-05-07,113.89,45.64,13.77,61.07,42.62,99.74,59.74,61.01,38.29,39.39,96.81,11.64,22.4261,53.51,38.4,53.97,10.25,64.15,76.35,23.44,31.02,17.1
2008-05-08,115.86,47.06,14.05,62.46,43.37,100.45,61.85,61.77,39.41,40.44,98.68,11.49,22.7922,58.38,39.59,54.69,10.2,66.5,79.01,25.5,30.15,17.15
2008-05-09,113.75,46.68,13.85,62.42,43.01,99.07,61.27,61.28,39.5,40.93,99.35,11.52,22.6414,60.14,39.44,54.65,10.16,66.35,78.6,26.73,29.04,17.08
2008-05-12,112.4,46.7,13.68,62.4,42.95,99.55,60.17,61.53,38.95,40.21,98.88,12.41,22.9775,59.08,39.57,54.74,10.26,65.82,77.43,26.04,30.65,17.16
2008-05-13,116.8,47.01,14.09,62.64,42.97,100.98,61.3,61.87,40.06,41.33,101.36,11.78,23.0464,59.24,39.9,56.07,10.35,67.22,78.51,26.86,30.72,17.36
2008-05-14,113.23,46.28,14.09,62.63,42.93,99.32,59.67,62.03,39.29,41.46,99.84,11.71,22.5079,57.48,39.58,55.24,10.38,65.94,77.14,26.1,30.91,17.08
2008-05-15,114.17,47.74,14.01,63.55,43.3,101.31,60.16,62.99,39.68,42.48,104.84,11.5,22.9171,59.22,40.44,56.5,10.34,66.88,77.43,26.86,31.04,17.6
2008-05-16,120.31,49.4,14.18,64.77,44.6,103.91,62.38,63.93,40.62,43.28,109.9,11.62,23.7141,61.38,41.5,59.09,10.5,68.21,78.82,26.98,31.56,18.18
2008-05-19,120.92,49.57,14.0,65.94,44.95,104.64,61.89,65.1,40.28,43.65,112.19,12.13,23.19,61.06,41.51,59.38,10.45,68.59,79.81,26.92,32.38,18.37
2008-05-20,123.09,50.38,14.36,66.52,45.36,106.47,63.45,65.24,40.98,43.98,114.85,12.08,23.0685,62.83,42.44,60.87,10.53,70.46,79.28,26.79,32.66,18.49
2008-05-21,121.37,50.19,13.91,66.47,45.01,105.34,61.41,64.62,39.77,43.24,112.26,11.7,23.4808,64.7,41.36,59.99,10.46,69.08,78.03,27.37,32.26,18.28
2008-05-22,120.65,49.67,13.81,65.76,44.9,105.35,60.48,63.82,39.64,43.02,109.86,11.87,22.9383,63.68,41.03,59.73,10.45,69.79,76.69,25.96,32.46,17.98
2008-05-23,116.89,49.47,13.59,65.0,44.61,101.58,59.71,62.58,39.22,42.41,107.37,11.6,22.474,63.2,40.04,58.06,10.33,69.07,74.87,25.94,31.78,17.72
2008-05-27,113.91,50.64,13.38,64.25,44.26,101.09,58.9,61.95,39.5,42.03,108.15,11.46,22.1095,62.65,39.9,56.83,10.47,69.19,75.62,25.13,31.04,17.53
2008-05-28,116.52,51.71,13.38,64.8,45.18,102.06,59.47,62.39,40.15,42.57,106.98,11.82,22.205,64.6,41.12,57.92,10.45,69.45,77.01,25.55,32.4,17.99
2008-05-29,111.65,50.79,13.1,63.79,44.4,98.97,56.54,61.64,39.83,42.93,103.45,11.9,21.988,62.84,39.47,56.56,10.5,67.81,75.59,24.61,31.8,17.68
2008-05-30,112.4,51.3,13.61,63.98,45.44,99.26,56.91,61.24,39.96,44.26,105.42,11.93,22.3004,64.73,39.83,57.18,10.41,70.22,75.69,24.67,33.24,17.81
2008-06-02,114.03,50.99,13.7,64.12,45.37,101.32,56.34,60.58,39.52,44.8,108.15,13.32,22.3959,65.11,40.65,57.54,10.42,71.85,75.2,24.83,34.57,17.74
2008-06-03,109.76,49.36,13.86,63.14,44.73,100.24,54.89,59.13,38.45,44.84,105.11,13.12,22.4697,63.5,39.86,55.77,10.38,70.35,74.24,24.67,34.07,17.92
2008-06-04,109.13,49.66,13.35,61.97,43.53,96.39,54.9,59.16,38.57,44.95,101.22,12.49,21.6669,63.14,39.52,54.37,10.29,69.34,74.36,25.02,32.28,17.86
2008-06-05,113.53,51.19,15.04,64.52,45.79,100.36,58.09,61.62,40.55,47.0,105.87,12.84,22.1312,66.74,41.07,57.0,10.42,73.7,78.74,26.59,32.45,18.44
2008-06-06,112.27,50.49,15.37,64.2,44.99,99.28,56.99,59.88,40.62,46.08,106.37,12.28,21.489,64.93,40.88,57.87,10.37,74.36,76.46,25.83,30.29,18.35
2008-06-09,119.05,51.84,16.04,65.3,46.49,102.09,58.35,61.45,41.62,47.16,109.42,11.84,21.9663,67.25,42.3,58.41,10.44,75.37,78.61,26.84,29.65,18.6
2008-06-10,115.04,50.31,15.21,63.74,45.33,99.22,56.83,60.64,40.86,46.2,105.53,11.5,22.0574,64.86,40.57,56.11,10.37,73.63,76.76,26.03,29.16,18.2
2008-06-11,117.38,50.46,15.59,64.15,45.92,99.83,56.8,61.13,40.61,47.42,107.96,11.46,22.1182,64.76,41.16,57.45,10.39,74.0,75.98,25.89,29.21,18.41
2008-06-12,115.23,49.95,14.86,63.27,45.14,99.41,56.89,60.06,39.78,46.86,106.22,11.36,22.2136,62.49,40.43,55.18,10.28,74.22,74.12,25.53,29.04,17.97
2008-06-13,116.09,49.55,15.01,64.14,46.01,99.64,57.65,60.96,39.59,46.46,107.88,11.68,22.3004,64.61,40.18,54.98,10.19,73.44,74.77,25.92,29.32,18.22
2008-06-16,115.23,49.66,15.64,64.2,46.16,99.84,57.26,60.71,40.13,47.33,109.51,11.28,22.3438,64.91,40.05,55.9,10.21,75.22,75.65,26.23,28.85,18.17
2008-06-17,118.45,50.17,16.07,64.76,46.75,103.53,58.4,61.14,41.43,49.81,111.44,11.49,23.0295,65.94,41.94,56.9,10.34,77.31,77.6,26.98,29.43,18.65
2008-06-18,117.11,50.05,15.42,64.05,46.44,104.86,58.85,60.6,41.44,50.16,111.12,11.26,23.151,65.77,41.48,56.35,10.31,77.82,78.69,27.04,28.81,18.68
2008-06-19,115.25,49.94,15.16,62.5,45.71,101.92,57.65,59.19,41.25,50.53,105.58,11.35,22.6259,65.62,39.74,54.25,10.13,74.3,78.62,27.0,28.88,18.19
2008-06-20,114.81,48.87,14.78,62.34,45.28,101.82,57.7,58.58,41.15,50.89,105.28,11.25,22.0184,65.64,38.92,53.47,10.09,75.14,78.08,26.38,27.79,17.93
2008-06-23,120.68,51.84,15.26,63.92,46.63,105.03,59.97,60.51,43.6,54.39,110.34,11.19,22.7908,71.13,42.19,54.7,10.23,77.5,81.32,27.77,28.4,18.39
2008-06-24,114.9,50.98,14.69,63.65,46.21,100.67,57.71,59.97,42.88,51.9,108.24,11.09,22.973,69.32,41.26,53.73,10.11,76.57,80.07,26.81,28.22,18.39
2008-06-25,111.23,50.6,14.48,64.11,45.89,98.67,56.56,60.44,41.81,50.73,106.8,11.25,22.7865,69.89,40.58,52.98,10.17,74.2,78.92,26.51,28.6,18.74
2008-06-26,112.69,50.22,14.6,62.85,45.21,98.29,55.83,59.62,41.95,50.71,106.87,10.71,22.0835,69.42,39.58,53.03,10.0,75.79,78.76,26.53,26.97,18.45
2008-06-27,114.95,50.79,14.73,63.11,44.73,98.48,57.6,59.71,42.9,50.79,109.15,10.51,22.2267,68.69,39.96,55.22,9.93,76.21,79.43,25.8,26.13,18.41
2008-06-30,116.55,50.56,15.3,63.96,46.07,103.01,58.05,60.8,43.65,50.88,108.4,10.45,22.5087,68.93,41.1,56.1,10.15,76.57,80.57,26.42,26.92,18.94
2008-07-01,119.15,51.27,15.49,63.93,46.1,105.45,58.2,60.95,44.34,50.65,108.81,10.41,22.9036,70.26,42.01,57.09,10.25,77.99,82.4,26.78,26.4,18.75
2008-07-02,112.71,49.09,14.96,62.86,44.29,101.92,55.11,60.31,43.54,49.72,103.07,9.81,22.3742,66.49,39.17,55.2,10.31,74.61,77.52,25.6,24.79,18.09
2008-07-03,111.67,49.14,14.33,63.64,44.83,101.03,53.4,60.9,41.58,48.58,102.69,9.48,22.2353,66.13,38.09,54.47,9.91,72.76,76.41,24.81,24.25,17.76
2008-07-07,106.96,48.17,13.9,62.47,44.1,95.16,51.08,59.99,40.3,46.9,98.39,9.34,21.6322,64.15,37.38,52.7,9.76,69.58,74.63,24.81,24.05,17.2
2008-07-08,103.02,47.14,13.58,61.81,43.51,92.8,51.91,59.29,39.02,44.98,97.34,8.78,21.2156,62.32,37.6,51.52,9.59,67.44,72.14,24.33,23.88,16.91
2008-07-09,98.07,46.32,13.0,60.6,42.81,89.66,49.19,58.17,38.46,45.46,94.27,8.51,20.7599,60.83,36.0,50.56,9.65,66.34,72.92,24.33,22.48,16.71
2008-07-10,102.65,47.25,13.77,62.11,43.98,93.88,51.54,59.37,39.47,46.91,97.05,8.15,20.3867,63.71,37.05,52.19,9.8,70.49,74.42,24.94,22.1,16.96
2008-07-11,104.46,47.09,13.6,59.52,43.02,94.59,52.45,58.97,39.51,47.69,96.01,8.06,20.2132,64.58,36.75,52.47,9.9,71.45,74.37,25.28,21.33,17.09
2008-07-14,104.75,47.76,13.68,59.88,43.18,95.25,52.67,58.93,40.46,48.28,95.57,7.86,19.8139,68.05,36.97,52.48,9.8,71.89,76.34,25.74,20.74,17.69
2008-07-15,98.89,46.17,12.95,57.7,41.4,91.04,49.42,56.7,38.46,46.66,89.05,7.89,18.9808,63.92,35.18,50.07,9.57,67.98,72.98,24.22,21.07,16.84
2008-07-16,95.97,46.09,12.67,55.74,40.6,86.91,48.07,55.75,38.3,45.25,86.8,8.35,18.8896,61.79,34.48,48.07,9.53,66.11,71.9,24.04,21.2,16.45
2008-07-17,93.17,45.58,11.57,55.28,40.46,83.59,46.38,55.42,38.05,41.85,82.38,8.54,18.8896,59.43,33.04,46.89,9.42,62.95,72.59,23.21,21.94,15.69
2008-07-18,93.14,47.38,11.66,55.52,40.96,84.5,47.16,56.26,38.64,42.52,84.06,8.09,18.8245,61.34,32.86,48.44,9.5,63.66,75.41,23.55,21.65,16.03
2008-07-21,97.19,48.83,12.21,56.08,41.91,88.35,48.33,57.25,40.23,44.72,89.32,8.55,19.1674,64.23,33.74,49.93,9.66,66.03,79.56,24.71,23.35,16.26
2008-07-22,96.07,50.07,11.3,55.25,41.15,84.53,47.18,57.17,38.08,43.63,84.0,8.58,18.9981,61.76,32.5,48.07,9.51,62.0,78.07,23.7,23.05,15.44
2008-07-23,91.31,48.28,10.61,53.33,39.94,79.99,45.67,55.88,36.33,40.38,79.24,8.18,18.5251,58.87,31.2,45.09,9.45,58.84,75.41,22.78,21.95,15.14
2008-07-24,91.41,48.32,10.45,52.91,39.92,79.88,44.85,55.75,37.36,40.11,80.24,7.94,17.961,56.47,30.94,45.79,9.4,58.95,74.45,23.33,20.56,15.15
2008-07-25,92.02,48.06,10.23,53.27,40.01,80.92,46.13,56.37,37.85,40.93,80.64,8.0,18.4687,58.07,31.07,47.27,9.34,59.63,74.22,23.45,20.84,15.14
2008-07-28,93.61,48.02,10.31,53.23,40.15,80.96,45.16,55.66,37.74,41.53,81.6,7.97,18.3819,57.58,30.95,47.5,9.39,58.78,73.23,22.23,20.8,14.98
2008-07-29,90.37,47.04,9.97,53.45,39.47,79.36,44.34,55.81,36.67,40.18,80.96,7.93,18.3429,58.31,30.5,47.42,9.5,56.52,72.17,21.26,21.79,15.04
2008-07-30,97.86,49.85,10.69,56.3,41.64,83.16,46.61,58.21,37.59,43.24,91.89,8.57,19.5839,64.39,31.51,50.38,9.75,60.78,76.81,22.76,22.99,15.63
2008-07-31,94.18,48.08,9.94,54.56,40.14,81.35,44.57,55.49,36.86,41.77,87.11,8.09,21.4673,61.09,30.33,49.21,9.65,58.15,76.2,21.21,21.84,15.06
2008-08-01,95.5,48.62,10.14,54.4,39.91,81.54,44.55,55.0,37.61,43.32,86.87,8.19,20.7469,61.74,30.51,49.51,9.55,58.84,75.15,21.13,21.54,14.93
2008-08-04,89.6,46.02,9.13,53.43,39.07,75.48,41.35,52.85,35.68,38.73,79.95,7.78,19.6186,56.77,28.33,46.34,9.47,55.41,70.81,19.52,20.36,13.98
2008-08-05,89.74,46.1,9.25,53.23,39.26,76.21,42.03,54.05,35.7,38.11,82.62,8.06,19.2585,56.52,28.82,47.2,9.62,54.19,71.93,19.61,21.12,14.1
2008-08-06,93.04,47.0,9.7,54.56,40.03,79.3,43.44,54.04,36.89,40.01,86.55,8.89,19.9788,58.54,28.59,48.45,9.86,57.14,73.09,20.14,22.65,14.57
2008-08-07,91.33,46.67,9.4,53.83,39.73,80.18,42.39,53.43,36.9,39.26,84.13,8.23,19.5319,56.92,27.55,47.68,9.34,55.35,71.83,19.81,21.64,13.8
2008-08-08,88.33,44.76,9.22,54.46,39.79,76.81,41.61,54.31,35.79,37.44,82.36,8.75,19.9571,54.79,27.34,47.5,9.26,54.04,69.21,19.16,22.81,13.28
2008-08-11,87.09,44.49,9.13,54.25,39.46,77.84,42.27,54.2,35.76,37.49,82.22,8.7,20.2783,53.19,27.41,47.38,9.17,54.16,69.52,18.99,22.91,13.11
2008-08-12,87.4,43.86,9.47,53.92,39.32,79.62,42.25,53.31,35.6,37.98,82.62,8.5,19.7705,53.41,27.81,47.12,9.12,54.8,69.49,18.6,22.2,12.82
2008-08-13,92.93,45.56,9.89,55.65,40.51,84.12,44.14,54.21,37.09,39.08,87.51,9.21,20.5213,56.36,28.63,48.78,9.33,58.8,71.93,19.96,22.86,13.25
2008-08-14,92.88,45.66,9.62,55.87,39.03,82.86,43.02,53.71,36.66,38.35,84.97,8.79,19.9268,55.06,27.88,48.33,9.13,58.26,70.54,19.58,22.29,13.21
2008-08-15,89.62,45.09,9.66,54.77,38.19,80.54,42.38,53.44,35.87,37.75,81.88,8.84,19.4624,53.19,27.54,47.27,8.95,57.12,68.6,18.79,22.49,13.2
2008-08-18,88.38,44.43,9.39,54.08,37.87,79.92,42.0,53.07,35.34,37.1,81.38,8.24,19.3759,52.04,27.08,47.21,9.0,55.53,67.03,18.32,21.44,13.18
2008-08-19,92.5,45.6,9.9,55.07,38.97,83.58,44.28,54.05,36.22,37.29,84.57,8.2,19.5291,54.31,28.25,48.53,9.16,58.16,69.66,18.51,21.96,13.68
2008-08-20,96.13,46.7,10.2,56.21,39.76,88.99,46.81,54.65,37.15,39.44,89.34,8.82,19.9495,58.0,29.69,50.69,9.24,60.37,71.72,19.24,22.91,14.31
2008-08-21,97.3,47.04,10.29,57.55,41.83,90.19,47.13,55.72,37.8,40.43,93.71,8.72,20.1465,60.31,30.15,52.32,9.3,61.89,74.22,19.61,22.46,14.56
2008-08-22,93.67,46.66,9.67,57.28,40.91,87.68,45.94,55.68,37.39,40.03,91.29,8.4,19.6912,59.05,29.22,51.06,9.32,61.08,72.95,19.19,22.12,14.31
2008-08-25,94.56,46.24,9.6,55.59,40.24,87.28,45.31,54.58,37.06,39.52,90.06,8.32,19.4153,58.19,29.45,50.47,9.19,60.74,72.14,18.8,21.75,14.34
2008-08-26,97.19,47.23,10.05,55.77,40.51,90.23,47.77,55.44,37.42,40.57,90.65,8.41,19.4853,58.45,30.69,51.51,9.25,62.82,73.5,19.22,22.08,14.8
2008-08-27,98.43,47.5,10.34,56.31,41.05,91.54,48.4,55.8,37.64,41.21,92.04,8.95,20.0283,59.57,30.6,52.55,9.26,64.3,73.89,19.59,23.01,15.07
2008-08-28,96.02,47.05,10.08,56.68,40.97,88.44,46.7,56.29,36.68,40.84,90.65,8.75,19.9145,58.98,29.91,50.3,9.28,62.64,72.51,19.57,23.01,14.79
2008-08-29,96.03,46.39,10.07,56.12,40.58,87.49,46.29,55.48,36.21,40.39,89.95,9.06,19.7349,57.28,29.45,49.54,9.28,61.79,70.82,19.37,22.84,14.58
2008-09-02,89.28,44.29,9.25,54.15,38.85,82.31,42.52,53.62,35.22,36.77,87.25,8.12,18.8461,51.9,27.57,47.03,9.15,58.26,67.99,17.76,21.71,13.65
2008-09-03,90.24,43.01,8.91,54.73,38.89,81.8,41.72,54.1,34.06,36.42,81.57,8.47,19.3146,49.13,27.58,47.13,9.18,56.12,66.63,17.56,22.85,13.38
2008-09-04,92.38,42.34,8.69,52.8,37.61,80.33,41.43,52.8,33.07,35.53,78.52,7.99,19.1613,48.38,28.0,45.94,9.07,55.7,65.2,17.51,22.12,13.29
2008-09-05,93.56,42.03,8.88,52.15,37.09,82.03,42.46,52.44,32.44,34.88,78.55,8.11,19.1,48.06,27.93,45.74,8.96,56.37,64.48,17.68,21.93,13.15
2008-09-08,92.16,40.46,8.74,52.69,36.73,81.48,40.91,53.24,31.24,33.21,75.72,8.21,19.2226,46.47,26.66,45.11,8.91,54.57,64.65,16.92,22.73,12.98
2008-09-09,84.42,37.07,7.85,51.22,33.59,74.87,37.41,50.8,28.68,30.41,68.46,7.61,17.4142,41.11,23.46,41.5,8.46,48.63,60.81,15.62,20.05,12.12
2008-09-10,88.46,37.52,8.32,52.76,35.34,78.59,38.93,52.18,29.32,32.56,73.59,7.84,18.3994,43.05,24.32,43.81,8.75,52.33,63.6,16.58,20.3,12.32
2008-09-11,91.52,37.63,8.5,53.83,35.64,79.25,39.26,52.4,29.6,32.34,75.97,8.48,19.1351,43.76,24.22,43.81,8.52,50.34,65.42,16.95,21.7,12.46
2008-09-12,94.36,37.86,8.74,54.77,36.11,82.33,40.26,53.74,30.74,33.92,79.36,9.62,20.1597,45.43,25.23,45.44,8.7,51.63,66.66,18.15,23.57,12.63
2008-09-15,87.65,35.33,7.93,52.07,33.79,76.89,37.84,50.79,28.3,31.76,70.19,8.68,17.874,39.44,23.63,42.43,8.16,48.28,62.35,16.52,20.49,11.27
2008-09-16,91.38,36.72,8.2,53.22,35.55,81.02,38.6,53.0,29.36,32.95,72.43,8.53,18.4563,42.24,24.16,43.78,8.19,50.01,65.28,17.03,20.88,11.97
2008-09-17,89.48,37.54,8.23,52.04,34.09,80.6,39.37,52.2,28.51,32.28,72.04,8.68,17.5237,40.08,23.76,43.31,7.87,48.42,61.65,16.17,20.06,11.27
2008-09-18,95.03,37.62,8.58,53.88,35.54,84.14,41.01,53.91,28.56,33.06,72.77,9.31,17.458,40.97,23.82,44.5,7.75,48.98,62.12,16.6,21.13,11.74
2008-09-19,101.72,39.01,9.34,57.08,38.51,90.6,43.0,55.2,31.0,37.24,81.51,10.08,18.9774,46.68,25.43,50.49,8.09,52.69,68.18,19.09,22.46,12.69
2008-09-22,97.5,38.78,9.41,56.78,38.22,87.81,42.42,54.7,30.82,37.44,82.09,8.91,18.0885,46.63,25.18,50.95,7.88,54.04,67.6,18.65,21.03,12.33
2008-09-23,95.22,37.42,9.17,55.56,36.68,87.05,42.18,53.87,29.0,34.22,79.37,8.72,17.0508,42.26,24.64,48.39,7.83,55.27,64.81,17.63,21.48,11.78
2008-09-24,94.53,36.6,9.04,55.41,36.81,87.24,42.01,54.11,28.82,33.96,79.74,8.83,17.6156,42.29,24.64,48.07,7.74,55.44,64.81,17.46,22.34,11.81
